Unnamed: 0,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,car_age_bins,age_oldest_bins,age_youngest_bins,duration_previous_bins
1506,RI,2,0,2,e,3.0,72,70,1,3.0,15.0,1,1,3,3,1,1,1,625,"(0, 5]","(65, 75]","(65, 75]","(12, 15]"
1507,RI,2,0,8,e,3.0,72,70,1,3.0,15.0,1,1,3,3,1,1,4,627,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1508,RI,2,0,8,e,3.0,72,70,1,3.0,15.0,1,1,3,3,1,1,4,619,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1509,RI,2,0,8,e,3.0,72,70,1,3.0,15.0,2,1,3,3,1,3,4,615,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1510,RI,2,0,8,e,3.0,72,70,1,3.0,15.0,2,1,3,3,1,3,4,615,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1511,CO,1,0,10,e,0.0,36,36,0,1.0,2.0,1,0,3,3,0,2,1,627,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1512,CO,1,0,10,e,0.0,36,36,0,1.0,2.0,1,0,1,1,0,2,1,623,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1513,DE,2,1,13,d,4.0,49,38,1,3.0,4.0,1,1,2,2,1,1,4,659,"(10, 15]","(45, 55]","(35, 45]","(3, 6]"
1514,DE,2,1,13,d,4.0,49,38,1,3.0,4.0,1,1,3,2,1,1,2,652,"(10, 15]","(45, 55]","(35, 45]","(3, 6]"
1515,DE,2,1,13,d,4.0,49,38,1,3.0,4.0,1,1,3,3,1,1,2,652,"(10, 15]","(45, 55]","(35, 45]","(3, 6]"
1516,DE,2,1,13,d,4.0,49,38,1,3.0,4.0,1,1,3,3,1,1,2,656,"(10, 15]","(45, 55]","(35, 45]","(3, 6]"
1517,DE,2,1,13,d,4.0,49,38,1,3.0,4.0,1,1,3,3,1,1,2,656,"(10, 15]","(45, 55]","(35, 45]","(3, 6]"
1518,NM,1,0,10,f,0.0,53,53,0,1.0,1.0,1,0,1,1,0,2,1,663,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
1519,NM,1,0,10,f,0.0,53,53,0,1.0,1.0,0,0,1,1,0,0,2,615,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
1520,NM,1,0,10,f,0.0,53,53,0,1.0,1.0,0,0,1,1,0,0,2,599,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
1521,AL,1,1,16,e,4.0,70,70,0,2.0,9.0,1,1,2,2,1,1,4,580,"(15, 20]","(65, 75]","(65, 75]","(6, 9]"
1522,AL,1,1,16,e,4.0,70,70,0,2.0,9.0,0,0,2,3,0,0,4,531,"(15, 20]","(65, 75]","(65, 75]","(6, 9]"
1523,AL,1,1,16,e,4.0,70,70,0,2.0,9.0,0,0,2,3,0,0,4,542,"(15, 20]","(65, 75]","(65, 75]","(6, 9]"
1524,AL,1,1,16,e,4.0,70,70,0,2.0,9.0,0,0,2,3,0,0,4,542,"(15, 20]","(65, 75]","(65, 75]","(6, 9]"
1525,AL,1,1,16,e,4.0,70,70,0,2.0,9.0,0,0,2,3,0,0,2,534,"(15, 20]","(65, 75]","(65, 75]","(6, 9]"
1526,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,0,0,1,1,0,0,4,560,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1527,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,647,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1528,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,647,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1529,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,648,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1530,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,648,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1531,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,648,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1532,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,648,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1533,AR,1,0,12,f,0.0,25,25,0,1.0,9.0,1,0,1,1,0,2,4,648,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
1534,CO,1,1,4,d,0.0,46,46,0,1.0,4.0,1,0,3,3,0,2,2,645,"(0, 5]","(45, 55]","(45, 55]","(3, 6]"
1535,CO,1,1,4,d,0.0,46,46,0,1.0,4.0,1,0,1,2,1,2,2,632,"(0, 5]","(45, 55]","(45, 55]","(3, 6]"
1536,CO,1,1,4,d,0.0,46,46,0,1.0,4.0,1,0,1,2,1,2,2,632,"(0, 5]","(45, 55]","(45, 55]","(3, 6]"
1537,IN,2,0,7,d,4.0,62,23,0,0.0,0.0,2,0,2,2,0,3,1,645,"(5, 10]","(55, 65]","(15, 25]",
1538,IN,2,0,7,d,4.0,62,23,0,0.0,0.0,1,1,1,2,1,2,1,658,"(5, 10]","(55, 65]","(15, 25]",
1539,IN,2,0,7,d,4.0,62,23,0,0.0,0.0,1,1,1,2,1,2,1,658,"(5, 10]","(55, 65]","(15, 25]",
1540,IN,2,0,7,d,4.0,62,23,0,0.0,0.0,1,1,1,2,1,2,1,658,"(5, 10]","(55, 65]","(15, 25]",
1541,IN,2,0,7,d,4.0,62,23,0,0.0,0.0,1,1,1,2,1,2,1,667,"(5, 10]","(55, 65]","(15, 25]",
1542,IN,2,0,7,d,4.0,62,23,0,0.0,0.0,1,1,1,2,1,2,1,667,"(5, 10]","(55, 65]","(15, 25]",
1543,NY,2,0,10,e,2.0,31,28,1,3.0,13.0,1,1,3,3,1,0,2,629,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1544,NY,2,0,10,e,2.0,31,28,1,3.0,13.0,1,1,3,3,1,0,2,629,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1545,NY,2,0,10,e,2.0,31,28,1,3.0,13.0,0,1,3,3,0,0,2,591,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1546,NY,2,0,10,e,2.0,31,28,1,3.0,13.0,1,1,3,3,1,0,2,634,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1547,NY,2,0,10,e,2.0,31,28,1,3.0,13.0,1,1,3,3,1,0,2,634,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1548,NY,2,0,10,e,2.0,31,28,1,3.0,13.0,1,1,3,3,1,0,2,634,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1549,FL,1,1,7,g,2.0,29,29,0,1.0,6.0,1,1,3,3,1,2,3,708,"(5, 10]","(25, 35]","(25, 35]","(3, 6]"
1550,FL,1,1,7,g,2.0,29,29,0,1.0,6.0,2,1,1,2,1,2,3,661,"(5, 10]","(25, 35]","(25, 35]","(3, 6]"
1551,MO,1,1,5,d,0.0,26,26,0,3.0,9.0,1,1,2,3,0,1,2,616,"(0, 5]","(25, 35]","(25, 35]","(6, 9]"
1552,MO,1,1,5,d,0.0,26,26,0,3.0,9.0,1,1,2,3,0,2,2,604,"(0, 5]","(25, 35]","(25, 35]","(6, 9]"
1553,IN,1,0,13,e,3.0,52,52,0,0.0,0.0,1,1,2,2,1,2,2,656,"(10, 15]","(45, 55]","(45, 55]",
1554,IN,1,0,13,e,3.0,52,52,0,0.0,0.0,0,1,3,3,0,0,2,625,"(10, 15]","(45, 55]","(45, 55]",
1555,IN,1,0,13,e,3.0,52,52,0,0.0,0.0,0,1,3,3,0,0,2,633,"(10, 15]","(45, 55]","(45, 55]",
1556,IN,1,0,13,e,3.0,52,52,0,0.0,0.0,0,1,3,3,0,0,2,633,"(10, 15]","(45, 55]","(45, 55]",
1557,IN,1,0,13,e,3.0,52,52,0,0.0,0.0,0,1,3,3,0,0,2,633,"(10, 15]","(45, 55]","(45, 55]",
1558,CO,1,0,13,g,0.0,44,44,0,0.0,0.0,1,0,3,3,0,2,1,642,"(10, 15]","(35, 45]","(35, 45]",
1559,CO,1,0,13,g,0.0,44,44,0,0.0,0.0,1,0,1,2,0,2,1,639,"(10, 15]","(35, 45]","(35, 45]",
1560,OH,1,1,2,f,0.0,75,75,0,1.0,4.0,2,1,3,3,1,1,3,613,"(0, 5]","(65, 75]","(65, 75]","(3, 6]"
1561,OH,1,1,2,f,0.0,75,75,0,1.0,4.0,2,1,3,3,1,1,3,613,"(0, 5]","(65, 75]","(65, 75]","(3, 6]"
1562,OH,1,1,2,f,0.0,75,75,0,1.0,4.0,2,1,3,3,1,1,3,613,"(0, 5]","(65, 75]","(65, 75]","(3, 6]"
1563,FL,2,1,7,c,3.0,31,29,1,1.0,4.0,1,1,3,2,1,2,3,659,"(5, 10]","(25, 35]","(25, 35]","(3, 6]"
1564,FL,2,1,7,c,3.0,31,29,1,1.0,4.0,1,1,1,1,1,2,3,637,"(5, 10]","(25, 35]","(25, 35]","(3, 6]"
1565,PA,1,0,9,e,4.0,30,30,0,2.0,13.0,1,0,3,3,0,2,1,670,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1566,PA,1,0,9,e,4.0,30,30,0,2.0,13.0,1,0,3,3,0,2,1,670,"(5, 10]","(25, 35]","(25, 35]","(12, 15]"
1567,DE,1,0,20,d,2.0,53,53,0,2.0,12.0,0,0,1,1,0,0,4,585,"(15, 20]","(45, 55]","(45, 55]","(9, 12]"
1568,DE,1,0,20,d,2.0,53,53,0,2.0,12.0,0,0,2,2,0,0,4,603,"(15, 20]","(45, 55]","(45, 55]","(9, 12]"
1569,WA,2,0,15,e,0.0,44,18,0,3.0,15.0,0,1,3,2,0,0,3,645,"(10, 15]","(35, 45]","(15, 25]","(12, 15]"
1570,WA,2,0,15,e,0.0,44,18,0,3.0,15.0,0,1,3,3,0,0,3,645,"(10, 15]","(35, 45]","(15, 25]","(12, 15]"
1571,WA,2,0,15,e,0.0,44,18,0,3.0,15.0,0,1,3,3,0,0,3,645,"(10, 15]","(35, 45]","(15, 25]","(12, 15]"
1572,MD,1,0,6,f,4.0,48,48,0,1.0,6.0,1,1,3,3,1,1,2,674,"(5, 10]","(45, 55]","(45, 55]","(3, 6]"
1573,MD,1,0,6,f,4.0,48,48,0,1.0,6.0,1,1,1,1,1,2,2,664,"(5, 10]","(45, 55]","(45, 55]","(3, 6]"
1574,WI,1,0,10,g,2.0,42,42,0,0.0,0.0,0,0,1,1,0,0,2,589,"(5, 10]","(35, 45]","(35, 45]",
1575,WI,1,0,10,g,2.0,42,42,0,0.0,0.0,0,0,1,2,0,0,2,593,"(5, 10]","(35, 45]","(35, 45]",
1576,WI,1,0,10,g,2.0,42,42,0,3.0,1.0,1,0,1,2,0,2,1,594,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1577,WI,1,0,10,g,2.0,42,42,0,3.0,1.0,1,0,1,2,0,2,1,594,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1578,WI,1,0,10,g,2.0,42,42,0,3.0,1.0,1,0,2,3,0,2,2,601,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1579,FL,1,0,10,f,4.0,48,48,0,0.0,0.0,0,0,1,1,0,0,2,670,"(5, 10]","(45, 55]","(45, 55]",
1580,FL,1,0,10,f,4.0,48,48,0,3.0,8.0,0,0,1,1,0,0,2,606,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
1581,FL,1,0,10,f,4.0,48,48,0,3.0,8.0,0,0,3,3,0,0,3,602,"(5, 10]","(45, 55]","(45, 55]","(6, 9]"
1582,OH,2,1,8,h,3.0,41,41,1,4.0,15.0,2,0,4,3,0,2,2,586,"(5, 10]","(35, 45]","(35, 45]","(12, 15]"
1583,OH,2,1,8,h,3.0,41,41,1,4.0,15.0,2,0,4,3,0,2,2,586,"(5, 10]","(35, 45]","(35, 45]","(12, 15]"
1584,OH,2,1,8,h,3.0,41,41,1,4.0,15.0,2,0,4,3,0,2,2,586,"(5, 10]","(35, 45]","(35, 45]","(12, 15]"
1585,OH,2,1,8,h,3.0,41,41,1,4.0,15.0,2,0,4,3,0,2,2,586,"(5, 10]","(35, 45]","(35, 45]","(12, 15]"
1586,OH,2,1,8,h,3.0,41,41,1,4.0,15.0,2,0,4,3,0,2,2,589,"(5, 10]","(35, 45]","(35, 45]","(12, 15]"
1587,OH,2,1,8,h,3.0,41,41,1,4.0,15.0,2,0,4,3,0,2,2,589,"(5, 10]","(35, 45]","(35, 45]","(12, 15]"
1588,MT,1,0,10,g,4.0,24,24,0,0.0,0.0,1,0,1,1,0,2,2,719,"(5, 10]","(15, 25]","(15, 25]",
1589,MT,1,0,10,g,4.0,24,24,0,0.0,0.0,1,1,1,3,0,2,1,616,"(5, 10]","(15, 25]","(15, 25]",
1590,MT,1,0,10,g,4.0,24,24,0,0.0,0.0,1,1,4,3,0,2,3,631,"(5, 10]","(15, 25]","(15, 25]",
1591,WV,1,0,13,e,0.0,24,24,0,3.0,5.0,1,1,3,2,1,2,3,679,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
1592,WV,1,0,13,e,0.0,24,24,0,3.0,5.0,1,1,3,2,1,2,3,678,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
1593,WV,1,0,13,e,0.0,24,24,0,3.0,5.0,1,1,2,2,1,2,3,678,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
1594,WV,1,0,13,e,0.0,24,24,0,3.0,5.0,1,1,1,2,1,2,3,669,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
1595,WV,1,0,13,e,0.0,24,24,0,3.0,5.0,1,1,1,2,1,1,2,673,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
1596,WV,1,0,13,e,0.0,24,24,0,3.0,5.0,1,1,1,2,1,1,2,673,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
1597,NY,1,1,16,e,4.0,38,38,0,3.0,11.0,1,1,3,2,1,0,2,675,"(15, 20]","(35, 45]","(35, 45]","(9, 12]"
1598,NY,1,1,16,e,4.0,38,38,0,3.0,11.0,0,0,3,2,0,0,2,655,"(15, 20]","(35, 45]","(35, 45]","(9, 12]"
1599,PA,2,1,7,f,4.0,36,33,1,3.0,2.0,1,1,3,3,1,2,1,614,"(5, 10]","(35, 45]","(25, 35]","(0, 3]"
1600,PA,2,1,7,f,4.0,36,33,1,3.0,2.0,1,1,3,3,1,2,1,596,"(5, 10]","(35, 45]","(25, 35]","(0, 3]"
1601,OH,1,1,8,h,4.0,69,69,0,3.0,14.0,2,0,3,3,0,2,3,618,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1602,OH,1,1,8,h,4.0,69,69,0,3.0,14.0,2,0,3,3,0,2,3,628,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1603,OH,1,1,8,h,4.0,69,69,0,3.0,14.0,1,0,3,3,0,2,3,635,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1604,OH,1,1,8,h,4.0,69,69,0,3.0,14.0,1,0,3,3,0,2,3,635,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
1605,CT,1,1,10,f,3.0,61,61,0,1.0,2.0,1,1,3,3,1,0,2,659,"(5, 10]","(55, 65]","(55, 65]","(0, 3]"
1606,CT,1,1,10,f,3.0,61,61,0,1.0,2.0,1,0,1,1,0,0,2,638,"(5, 10]","(55, 65]","(55, 65]","(0, 3]"
1607,CT,1,1,10,f,3.0,61,61,0,1.0,2.0,1,0,1,1,0,0,3,635,"(5, 10]","(55, 65]","(55, 65]","(0, 3]"
1608,NY,1,0,1,g,2.0,33,33,0,3.0,2.0,1,0,3,3,0,0,2,706,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
1609,NY,1,0,1,g,2.0,33,33,0,3.0,2.0,1,0,3,3,0,0,2,707,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
1610,NY,1,0,1,g,2.0,33,33,0,3.0,2.0,1,0,3,3,0,0,2,707,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
1611,KY,1,1,3,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,2,2,611,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
1612,KY,1,1,3,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,2,2,632,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
1613,KY,1,1,3,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,1,3,635,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
1614,KY,1,1,3,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,1,3,635,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
1615,KY,1,1,3,g,2.0,64,64,0,3.0,15.0,1,0,3,3,0,1,3,628,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
1616,TN,1,1,5,g,4.0,71,71,0,0.0,0.0,1,1,2,2,1,1,2,670,"(0, 5]","(65, 75]","(65, 75]",
1617,TN,1,1,5,g,4.0,71,71,0,0.0,0.0,1,1,2,2,1,1,2,670,"(0, 5]","(65, 75]","(65, 75]",
1618,TN,1,1,5,g,4.0,71,71,0,1.0,9.0,1,1,1,1,1,2,1,607,"(0, 5]","(65, 75]","(65, 75]","(6, 9]"
1619,TN,1,1,5,g,4.0,71,71,0,1.0,9.0,1,1,1,1,1,2,1,599,"(0, 5]","(65, 75]","(65, 75]","(6, 9]"
1620,TN,1,1,5,g,4.0,71,71,0,1.0,9.0,1,1,1,1,1,2,1,588,"(0, 5]","(65, 75]","(65, 75]","(6, 9]"
1621,TN,1,1,5,g,4.0,71,71,0,1.0,9.0,1,1,1,1,1,2,2,597,"(0, 5]","(65, 75]","(65, 75]","(6, 9]"
1622,PA,1,1,17,f,0.0,54,54,0,3.0,6.0,1,0,1,2,0,1,1,605,"(15, 20]","(45, 55]","(45, 55]","(3, 6]"
1623,PA,1,1,17,f,0.0,54,54,0,3.0,6.0,1,0,1,2,0,1,1,605,"(15, 20]","(45, 55]","(45, 55]","(3, 6]"
1624,PA,1,1,17,f,0.0,54,54,0,3.0,6.0,0,0,3,2,0,0,1,583,"(15, 20]","(45, 55]","(45, 55]","(3, 6]"
1625,PA,1,1,17,f,0.0,54,54,0,3.0,6.0,0,0,3,2,0,0,1,588,"(15, 20]","(45, 55]","(45, 55]","(3, 6]"
1626,MD,1,0,4,e,3.0,24,24,0,3.0,2.0,1,1,3,3,1,1,2,626,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1627,MD,1,0,4,e,3.0,24,24,0,3.0,2.0,1,1,2,2,1,1,2,628,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1628,MD,1,0,4,e,3.0,24,24,0,3.0,2.0,1,1,2,2,1,1,2,634,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1629,MD,1,0,4,e,3.0,24,24,0,3.0,2.0,1,0,2,2,1,1,2,632,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1630,GA,1,0,14,d,0.0,31,31,0,0.0,0.0,0,0,1,1,0,0,2,624,"(10, 15]","(25, 35]","(25, 35]",
1631,GA,1,0,14,d,0.0,31,31,0,0.0,0.0,0,1,1,1,0,1,2,677,"(10, 15]","(25, 35]","(25, 35]",
1632,AL,1,0,4,e,0.0,56,56,0,3.0,0.0,0,0,3,3,0,0,4,585,"(0, 5]","(55, 65]","(55, 65]",
1633,AL,1,0,4,e,0.0,56,56,0,3.0,0.0,0,0,3,3,0,0,2,582,"(0, 5]","(55, 65]","(55, 65]",
1634,AL,1,0,4,e,0.0,56,56,0,3.0,0.0,1,1,3,3,1,2,2,650,"(0, 5]","(55, 65]","(55, 65]",
1635,PA,1,0,10,e,0.0,62,62,0,3.0,1.0,1,0,1,2,1,2,1,660,"(5, 10]","(55, 65]","(55, 65]","(0, 3]"
1636,PA,1,0,10,e,0.0,62,62,0,3.0,1.0,1,0,3,3,0,2,1,661,"(5, 10]","(55, 65]","(55, 65]","(0, 3]"
1637,PA,1,0,10,e,0.0,62,62,0,3.0,1.0,1,0,3,3,0,2,1,661,"(5, 10]","(55, 65]","(55, 65]","(0, 3]"
1638,TN,1,0,8,f,0.0,29,29,0,1.0,2.0,1,1,1,1,0,1,1,692,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
1639,TN,1,0,8,f,0.0,29,29,0,1.0,2.0,1,1,1,2,1,1,1,693,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
1640,TN,1,0,8,f,0.0,29,29,0,1.0,2.0,1,1,1,2,1,2,1,699,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
1641,TN,1,0,8,f,0.0,29,29,0,1.0,2.0,2,1,1,2,1,2,1,693,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
1642,TN,1,0,8,f,0.0,29,29,0,1.0,2.0,2,1,1,2,1,2,1,693,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
1643,PA,2,0,1,e,0.0,19,19,1,3.0,3.0,1,0,3,3,0,1,4,708,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1644,PA,2,0,1,e,0.0,19,19,1,3.0,3.0,1,0,3,3,0,1,4,708,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1645,PA,2,0,1,e,0.0,19,19,1,3.0,3.0,1,0,3,3,0,1,3,709,"(0, 5]","(15, 25]","(15, 25]","(0, 3]"
1646,CT,2,1,3,e,4.0,69,42,0,3.0,4.0,1,0,3,3,1,0,4,647,"(0, 5]","(65, 75]","(35, 45]","(3, 6]"
1647,CT,2,1,3,e,4.0,69,42,0,3.0,4.0,1,0,3,3,1,0,1,626,"(0, 5]","(65, 75]","(35, 45]","(3, 6]"
1648,CT,2,1,3,e,4.0,69,42,0,3.0,4.0,1,0,3,3,1,0,1,626,"(0, 5]","(65, 75]","(35, 45]","(3, 6]"
1649,CT,2,1,3,e,4.0,69,42,0,3.0,4.0,1,0,3,3,1,0,1,649,"(0, 5]","(65, 75]","(35, 45]","(3, 6]"
1650,CT,2,1,3,e,4.0,69,42,0,3.0,4.0,1,0,3,3,1,0,1,652,"(0, 5]","(65, 75]","(35, 45]","(3, 6]"
1651,CT,2,1,3,e,4.0,69,42,0,3.0,4.0,1,0,3,3,1,0,1,652,"(0, 5]","(65, 75]","(35, 45]","(3, 6]"
1652,PA,1,1,9,f,3.0,45,45,0,3.0,6.0,1,0,3,3,0,2,2,597,"(5, 10]","(35, 45]","(35, 45]","(3, 6]"
1653,PA,1,1,9,f,3.0,45,45,0,3.0,6.0,1,0,1,2,0,2,3,592,"(5, 10]","(35, 45]","(35, 45]","(3, 6]"
1654,PA,1,1,9,f,3.0,45,45,0,3.0,6.0,1,0,1,2,1,2,3,606,"(5, 10]","(35, 45]","(35, 45]","(3, 6]"
1655,PA,1,1,9,f,3.0,45,45,0,3.0,6.0,0,0,1,2,0,0,3,541,"(5, 10]","(35, 45]","(35, 45]","(3, 6]"
1656,MD,2,1,13,i,2.0,65,64,1,4.0,9.0,0,0,1,1,0,0,4,623,"(10, 15]","(55, 65]","(55, 65]","(6, 9]"
1657,MD,2,1,13,i,2.0,65,64,1,4.0,9.0,2,1,4,3,1,2,3,690,"(10, 15]","(55, 65]","(55, 65]","(6, 9]"
1658,GA,1,0,13,g,0.0,65,65,0,3.0,15.0,0,0,3,3,0,0,3,623,"(10, 15]","(55, 65]","(55, 65]","(12, 15]"
1659,GA,1,0,13,g,0.0,65,65,0,3.0,15.0,0,0,3,3,0,0,2,618,"(10, 15]","(55, 65]","(55, 65]","(12, 15]"
1660,WY,1,0,5,f,0.0,24,24,0,1.0,4.0,1,1,3,3,0,2,2,702,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
1661,WY,1,0,5,f,0.0,24,24,0,1.0,4.0,1,1,1,3,0,2,2,676,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
1662,IN,1,1,12,h,1.0,43,43,0,1.0,7.0,2,0,2,2,0,3,1,565,"(10, 15]","(35, 45]","(35, 45]","(6, 9]"
1663,IN,1,1,12,h,1.0,43,43,0,1.0,7.0,2,1,4,3,0,3,1,570,"(10, 15]","(35, 45]","(35, 45]","(6, 9]"
1664,IN,1,1,12,h,1.0,43,43,0,1.0,7.0,2,1,4,3,0,3,2,582,"(10, 15]","(35, 45]","(35, 45]","(6, 9]"
1665,FL,1,0,1,d,2.0,20,20,0,2.0,4.0,1,0,1,2,0,2,3,666,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
1666,FL,1,0,1,d,2.0,20,20,0,2.0,4.0,2,0,1,3,0,3,3,663,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
1667,NY,1,1,3,g,1.0,56,56,0,3.0,12.0,1,1,3,3,1,0,3,665,"(0, 5]","(55, 65]","(55, 65]","(9, 12]"
1668,NY,1,1,3,g,1.0,56,56,0,3.0,12.0,1,1,3,3,1,0,3,670,"(0, 5]","(55, 65]","(55, 65]","(9, 12]"
1669,NY,1,1,3,g,1.0,56,56,0,3.0,12.0,1,1,3,3,1,0,2,666,"(0, 5]","(55, 65]","(55, 65]","(9, 12]"
1670,NY,1,1,3,g,1.0,56,56,0,3.0,12.0,1,1,3,3,1,0,2,666,"(0, 5]","(55, 65]","(55, 65]","(9, 12]"
1671,NY,1,1,3,g,1.0,56,56,0,3.0,12.0,1,1,3,3,1,0,2,661,"(0, 5]","(55, 65]","(55, 65]","(9, 12]"
1672,NY,1,1,3,g,1.0,56,56,0,3.0,12.0,1,1,3,3,1,0,3,666,"(0, 5]","(55, 65]","(55, 65]","(9, 12]"
1673,WA,1,0,7,e,0.0,41,41,0,1.0,1.0,1,0,3,3,0,1,3,755,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1674,WA,1,0,7,e,0.0,41,41,0,1.0,1.0,1,0,3,3,0,1,3,755,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1675,WA,1,0,7,e,0.0,41,41,0,1.0,1.0,2,0,1,1,0,1,3,710,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1676,WA,1,0,7,e,0.0,41,41,0,1.0,1.0,2,0,1,1,0,1,1,705,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1677,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,1,2,1,666,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1678,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,0,2,1,652,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1679,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,0,2,1,664,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1680,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,0,2,1,663,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1681,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,0,2,1,672,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1682,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,0,2,1,672,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1683,KY,1,0,10,g,0.0,36,36,0,1.0,3.0,1,1,1,2,0,2,1,668,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
1684,FL,1,1,10,g,0.0,59,59,0,1.0,15.0,1,0,3,2,0,1,3,577,"(5, 10]","(55, 65]","(55, 65]","(12, 15]"
1685,FL,1,1,10,g,0.0,59,59,0,1.0,15.0,1,0,2,2,0,1,3,604,"(5, 10]","(55, 65]","(55, 65]","(12, 15]"
